AD,,,,
AR,CON,Concepcion,2823S 05753W,
AR,COS,Concepcion de la Sierra,2759S 05531W,
AR,COU,Concepcion del Uruguay,3229S 05814W,
AR,CCP,Conception,2720S 06535W,
AR,COC,Concordia,,
AR,CMG,Contralmirante Martin Guerrico,3901S 06744W,
AR,IQO,Coquimbito,3258S 06845W,
AR,COR,Cordoba,3124S 06411W,
AR,COA,Coronda,3158S 06055W,
AR,CSZ,Coronel Suarez,3728S 06155W,
AR,CNQ,Corrientes,,
AR,CDA,Costa de Araujo,3245S 06825W,
AR,CEO,Crespo,3202S 06019W,
AR,CAZ,Cruz Alta,3300S 06148W,
AR,CDP,Cruz De Piedra,3302S 06848W,
AR,CDE,Cruz del Eje,3044S 06448W,
AR,CNO,Cuadro Nacional,3437S 06817W,
AR,CUA,Cuatreros/Bahia Blanca,,
AR,UZU,Curuzu Cuatia,2947S 05803W,
AR,CUT,Cutral-Co,3856S 06914W,
AR,DIX,Daireaux,3636S 06145W,
AR,DGU,Del Guazu,3354S 05852W,
AR,ADV,Del Viso,3427S 05848W,
AR,DME,Diamante,,
AR,DKS,Dock Sud,3422S 05812W,
AR,DSU,Dock Sur,3439S 05820W,
AR,DCU,Don Torcuato,3430S 05838W,
AR,DOR,Dorrego,3254S 06845W,
AR,ELB,El Bolson,2755S 06553W,
AR,EHL,El Bolson,4158S 07131W,
AR,EBO,El Bordo,2444S 06506W,
AR,FTE,El Calafate,5016S 07203W,
AR,JEC,El Carril,2505S 06528W,
AR,EMX,El Maiten,4203S 07110W,
AR,EPA,El Palomar,3432S 05836W,
AR,ELP,El Plumerillo,3250S 06847W,
AR,ETP,El Talar de Pacheco,3427S 05839W,
AR,ETL,El Trebol,3211S 06143W,
AR,ELO,Eldorado,,
AR,ZAI,Embarcacion,2313S 06406W,
AR,EEA,Ensenada,3452S 05753W,
AR,EPL,Espeleta,3446S 05815W,
AR,ESP,Esperanza,3127S 06056W,
AR,EQS,Esquel,,
AR,ESE,Esteban Echeverria,3448S 05828W,
AR,JTR,Etruria,3256S 06315W,
AR,EBA,Eugenio Bustos,3346S 06904W,
AR,EZA,Ezeiza,3450S 05831W,
AR,FAM,Famailla,2703S 06524W,
AR,FEN,Federacion,3100S 05754W,
AR,FER,Fernandez,2755S 06354W,
AR,FRR,Ferreyra,3127S 06406W,
AR,FVB,Florencio Varela,,
AR,FLO,Florida,3453S 05849W,
AR,FMA,Formosa,,
AR,FRK,Franck,3135S 06056W,
AR,FLB,Fray Luis A. Beltran,3247S 06044W,
AR,FBE,Fray Luis Beltran,3301S 06839W,
AR,FRY,Freyre,3109S 06205W,
AR,FRT,Frontera,3108S 06248W,
AR,XLM,Fuentes,3310S 06105W,
AR,FNS,Funes,3255S 06049W,
